address,area,price
海峡国际社区二期-会展路,思明,6500
海峡国际社区二期-会展路,思明,10000
中关委大厦-松柏,思明,3500
国际文化大厦-富山,思明,3500
海峡国际社区二期-会展路,思明,4200
嘉盛豪园-瑞景,思明,1000
华林紫薇-白城,思明,3500
嘉盛豪园-瑞景,思明,4200
东芳山庄-槟榔东里,思明,16000
万寿新城-文园路,思明,3500
云景花园-瑞景,思明,4000
岭兜佳园小区-软件园,思明,3500
明发城-软件园,思明,1500
富贵楼-火车站,思明,1700
万寿新城-将军祠,思明,5000
太子山庄-文园路,思明,2800
万寿北路-万寿路,思明,2300
万寿北路-万寿路,思明,2300
瑞景侨福城一期-莲前东路,思明,3600
侨福城-瑞景,思明,3300
前埔一里-前埔北区,思明,4300
嘉滨里-湖滨北路,思明,3500
宝龙中心一期-嘉禾路,思明,4800
宝龙中心一期-嘉禾路,思明,5200
莲坂小区-槟榔东里,思明,3000
瑞丽花园-瑞景,思明,8500
联丰新城-瑞景,思明,6800
斗西路十一中宿舍-斗西路,思明,3500
嘉盛豪园-瑞景,思明,4000
嘉盛豪园-莲前东路,思明,6000
嘉盛豪园-瑞景,思明,1700
新景花园-软件园,思明,3200
岭兜佳园小区-前埔南区,思明,2200
岭兜小区-前埔北区,思明,3600
新景花园-软件园,思明,1700
岭兜一里-软件园,思明,3600
山水芳邻-育秀路,思明,8600
国贸春天-湖滨中路,思明,9800
福隆东方丽景-育秀路,思明,9800
山水芳邻-育秀路,思明,8600
国盟大厦-白鹭洲路,思明,7500
家家海景-前埔北区,思明,2000
前埔南小区店上西里-前埔南区,思明,4600
大洲国际龙郡-前埔北区,思明,3800
明发园-前埔北区,思明,1800
何厝小区-会展路,思明,4000
思明南路297号小区-中山路,思明,2500
海洋新村-厦大,思明,1700
百源双玺-厦禾路,思明,5800
能群大厦-富山,思明,5200
碧海晴空-软件园,思明,1400
岭兜佳园-软件园,思明,4600
岭兜二里-软件园,思明,4000
岭兜佳园-软件园,思明,4600
新景花园-软件园,思明,3800
海艺大厦-软件园,思明,2200
怡祥花园-松柏,思明,4900
锦绣广场-松柏,思明,4800
官都里-富山,思明,3500
瑞景新村腾鹭苑-莲前东路,思明,4200
中山海景广场-中山路,思明,3500
玉滨城三期-中山路,思明,1200
假日香港广场-思明北路,思明,3500
洪山柄北-莲前东路,思明,2900
嘉盛豪园-瑞景,思明,4800
鑫塔水尚-观音山,思明,9500
香山海景苑-软件园,思明,2500
富宇大厦-火车站,思明,6000
宝华花园-湖滨北路,思明,5000
宝华花园思明-湖滨北路,思明,4300
宏益大厦-松柏,思明,5500
华天花园-嘉禾路,思明,5900
嘉盛豪园二期-莲前东路,思明,1100
华林东盛花园-前埔北区,思明,2500
卧龙晓城-莲前西路,思明,2700
金鸡亭-金鸡亭,思明,2800
绿杨村-莲前,思明,3800
源昌君悦山-莲前西路,思明,4500
岭兜二里-前埔北区,思明,4200
海峡国际社区一期-会展路,思明,8200
前埔南小区-前埔南区,思明,4600
时尚国际-东浦路,思明,5200
都市新巢-莲前,思明,2700
源通中心-厦禾路,思明,2100
通达理大厦-文屏路,思明,2600
文屏巷-文灶,思明,2100
建达花园-文灶,思明,2800
香山海景苑-软件园,思明,3700
先锋营小区-中山路,思明,2000
金湖花园-白鹭洲路,思明,4600
文园雅阁-文园路,思明,4600
岭兜小区-前埔北区,思明,3700
源昌君悦山-莲前西路,思明,1600
世茂湖滨首府D区-白城,思明,8500
世茂湖滨首府D区-白城,思明,10000
金鸡亭花园-金鸡亭,思明,3000
店上东里-前埔南区,思明,4100
岭兜佳园小区-前埔南区,思明,2500
香山海景苑-前埔南区,思明,2400
岭兜小区-前埔北区,思明,3200
香山海景苑-前埔南区,思明,3300
岭兜小区北区-前埔南区,思明,3200
新景花园-软件园,思明,3500
华林花园一期-前埔南区,思明,4600
嘉盛豪园-瑞景,思明,1300
海峡国际社区二期-会展路,思明,12000
海峡国际社区二期-会展路,思明,4000
汇丰家园-文灶,思明,1700
汇丰家园-文灶,思明,8500
金峰山庄-文灶,思明,7000
汇丰家园-文灶,思明,3200
金峰山庄-文灶,思明,14000
新景花园-软件园,思明,4000
汇丰家园-文灶,思明,3300
汇丰家园-文灶,思明,2800
文园路小区-文园路,思明,2500
文园雅阁-文园路,思明,4500
文屏巷-文灶,思明,2200
弘龙商业城-文灶,思明,3500
文园雅阁-文园路,思明,4300
汇丰家园-文灶,思明,7400
富山女人街-富山,思明,4800
国际文化大厦-富山,思明,5600
文兴东三里-前埔南区,思明,4200
汇丰家园-文灶,思明,3000
华林绿景花园-莲前东路,思明,4800
汇丰家园-文灶,思明,3000
福隆东方丽景-育秀路,思明,13000
福达里小区-湖滨北路,思明,7500
中科院小区-育秀路,思明,2900
新景七星公馆-白鹭洲路,思明,16000
御景豪庭-白鹭洲路,思明,10500
联丰新城-瑞景,思明,2200
京华大厦-火车站,思明,2800
中国铁建海曦-观音山,思明,6500
嘉盛豪园-瑞景,思明,6800
中国铁建海曦-观音山,思明,6200
万泰东方-观音山,思明,6000
观海澜庭-观音山,思明,7000
都市新巢-瑞景,思明,2200
侨福城-前埔北区,思明,3600
宝龙中心一期-嘉禾路,思明,4600
华新苑-白鹭洲路,思明,29000
武夷嘉园-白鹭洲路,思明,10000
御景豪庭-建业路,思明,8800
御景豪庭-建业路,思明,10000
凤凰名都-湖滨北路,思明,6600
瑞丽花园-瑞景,思明,8500
海峡国际社区二期-会展路,思明,4500
海峡国际社区二期-会展路,思明,9000
海峡国际社区三期-会展路,思明,7000
联发滨海名居-会展路,思明,7000
海峡国际社区四期-会展路,思明,20000
文兴东二里-前埔南区,思明,3200
观海澜庭-观音山,思明,5500
利华苑-筼筜路,思明,7000
利华苑-筼筜路,思明,7500
其他-湖滨北路,思明,12000
信和上筑-嘉禾路,思明,5000
英皇湖畔花苑-松柏,思明,4500
宝华花园-湖滨北路,思明,5200
锦绣广场-松柏,思明,4500
英皇湖畔花苑-松柏,思明,5000
英皇湖畔花苑-松柏,思明,4500
一代风华-松柏,思明,1800
湖北大厦-松柏,思明,3100
太平洋广场北楼-嘉禾路,思明,1800
卧龙晓城-莲前西路,思明,1200
宏益大厦-松柏,思明,6900
百合花园-富山,思明,6000
华天花园-嘉禾路,思明,3000
凯悦丽池-莲花三村,思明,4200
宝龙中心-长青路,思明,3600
怡祥花园-松柏,思明,3800
百合花园-莲岳路,思明,2000
华天花园-嘉禾路,思明,4300
联谊广场-莲岳路,思明,2900
电业花园-富山,思明,4200
信和上筑-嘉禾路,思明,6000
华天花园-嘉禾路,思明,3000
英皇湖畔花苑-松柏,思明,4500
宝华花园-湖滨北路,思明,5200
电业花园-富山,思明,3500
电业花园-富山,思明,3900
联谊广场-莲岳路,思明,3300
电业花园-富山,思明,3500
锦绣广场-松柏,思明,4500
永升华庭-松柏,思明,8500
宝华花园-湖滨北路,思明,5000
宏益大厦-松柏,思明,6900
宏益大厦-松柏,思明,8200
永升华庭-松柏,思明,8200
英皇湖畔花苑-松柏,思明,4500
厦门国际文化大厦-富山,思明,7500
莲坂电业花园-莲花北路,思明,3900
电业花园-富山,思明,3500
联谊广场-莲岳路,思明,2900
电业花园-莲岳路,思明,3700
武汉大厦-莲花一村,思明,5400
长青路-长青路,思明,2200
国贸怡河园-湖滨北路,思明,8000
信和上筑-长青路,思明,4200
电业花园-富山,思明,3800
御景苑-禾祥西路,思明,2200
嘉华大厦-长青路,思明,5500
永升花园-松柏,思明,6500
东方明珠广场-莲花一村,思明,4800
宝达大厦-嘉禾路,思明,3500
金龙花园-莲花一村,思明,4500
嘉盛豪园二期-瑞景,思明,4800
福满山庄-瑞景,思明,4600
福满山庄-瑞景,思明,4800
岭兜小区-前埔北区,思明,4000
岭兜二里-前埔北区,思明,3200
明发园-前埔北区,思明,2300
岭兜佳园小区-前埔南区,思明,2800
新景花园-软件园,思明,3000
海豚湾-会展路,思明,3500
嘉盛豪园-瑞景,思明,5600
故宫裕景-厦禾路,思明,3000
故宫裕景-厦禾路,思明,4600
岭兜二里-前埔北区,思明,3200
岳阳小区-岳阳小区,思明,4000
华天花园-嘉禾路,思明,4800
华天花园-嘉禾路,思明,2900
永升花园-松柏,思明,5500
永升花园-松柏,思明,6500
宝华花园-湖滨北路,思明,2600
先锋营小区-中山路,思明,3500
故宫裕景-故宫路,思明,5800
故宫裕景-厦禾路,思明,2500
故宫裕景-厦禾路,思明,5000
先锋营小区-中山路,思明,3200
嘉盛豪园-莲前东路,思明,4500
故宫小区-故宫路,思明,2300
建发花园二期-火车站,思明,2000
金榜大厦-火车站,思明,2300
莲前西路水务宿舍-富山,思明,2600
造船厂宿舍-莲前西路,思明,2600
自然家园-东浦路,思明,5500
嘉华大厦-长青路,思明,4200
宝龙中心一期-嘉禾路,思明,3600
宝龙中心二期-嘉禾路,思明,4000
金鸡亭花园小区-金鸡亭,思明,2600
万寿新城-文园路,思明,3300
华林东盛二期-莲前东路,思明,3500
碧海晴空-软件园,思明,2000
家家海景-软件园,思明,4800
海艺大厦-软件园,思明,2100
海艺大厦-软件园,思明,2000
岭兜佳园-软件园,思明,3700
文园公寓-万寿路,思明,4200
国际文化大厦-富山,思明,3800
国际文化大厦-富山,思明,3100
文兴社小区-莲前东路,思明,2800
岭兜佳园-前埔北区,思明,4750
岭兜佳园-前埔北区,思明,2800
岭兜佳园小区-软件园,思明,3500
碧海晴空-软件园,思明,1700
碧海晴空-软件园,思明,1900
鑫塔水尚-观音山,思明,9000
中山海景广场-中山路,思明,2500
新华城-中山路,思明,5000
中山海景广场-中山路,思明,2500
云景花园-瑞景,思明,4000
海峡国际社区一期-会展路,思明,8200
金鸡亭-金鸡亭,思明,2900
国际文化大厦-富山,思明,3000
国际文化大厦-富山,思明,2900
瑞景公园-瑞景,思明,6000
软件园二期-软件园,思明,2200
华林东盛花园一期-前埔北区,思明,4400
华林花园三期-前埔南区,思明,4300
国贸汇景-前埔北区,思明,5800
前埔南区文兴二里-前埔南区,思明,4100
岭兜二里-前埔北区,思明,3600
建发花园三期-火车站,思明,7000
新华城-中山路,思明,2000
玉滨城三期-中山路,思明,1500
故宫欲景-厦禾路,思明,3500
中山海景广场-中山路,思明,3900
玉滨城一期-公园附近,思明,1500
嘉年华-中山路,思明,3300
先锋营小区-厦禾路,思明,1700
圆通中心-厦禾路,思明,1100
玉滨城三期-中山路,思明,1760
故宫裕景-厦禾路,思明,4600
故宫裕景-厦禾路,思明,6000
假日香港广场-思明北路,思明,4500
故宫裕景-厦禾路,思明,5600
故宫裕景-厦禾路,思明,9800
思明区-中山路,思明,3300
中山海景广场-中山路,思明,1800
老虎城-中山路,思明,1800
大同路-大同路,思明,800
后滨路-厦禾路,思明,1500
思明西路-思明西路,思明,1500
新景花园-软件园,思明,3900
岭兜佳园-软件园,思明,3300
岭兜一里-软件园,思明,4800
岭兜一里-软件园,思明,4800
岭兜小区-前埔北区,思明,3900
中科院小区-育秀路,思明,1850
国盟大厦-白鹭洲路,思明,26000
英皇湖畔花苑-松柏,思明,3800
华天花园-嘉禾路,思明,4800
锦绣广场-松柏,思明,3200
锦绣广场-松柏,思明,5200
嘉华里-松柏,思明,3300
海豚湾-会展路,思明,10000
联发滨海名居-会展路,思明,20000
联发滨海名居-会展路,思明,10000
海峡国际社区一期-会展路,思明,8500
海峡国际社区二期-会展路,思明,7500
海峡国际社区二期-会展路,思明,8500
华林紫薇-白城,思明,2800
京华大厦-火车站,思明,5800
华林东盛花园一期-前埔北区,思明,1250
海艺大厦-软件园,思明,2200
新景花园-软件园,思明,3800
侨福城1期-前埔北区,思明,3500
海峡国际社区二期-会展路,思明,5700
海峡国际社区一期-会展路,思明,16000
海峡国际社区一期-会展路,思明,8500
都市新巢-莲前,思明,2800
观音山商务运营中心-观音山,思明,60
文馨园-文园路,思明,3600
万寿新城-文园路,思明,3800
电台山小区-文园路,思明,2500
育青路教卫大院-白城,思明,2300
金湖花园-湖滨南路,思明,4600
金湖花园-湖滨南路,思明,4000
观音山运营中心-观音山,思明,63
观音山商务营运中心-观音山,思明,85
观音山营运中心-观音山,思明,550
世茂湖滨首府D区-白城,思明,7800
嘉盛豪园-瑞景,思明,4500
嘉盛豪园-瑞景,思明,6300
嘉盛豪园-瑞景,思明,6000
观音山商务营运中心-观音山,思明,85
厦门市观音山国际商务运营中心-观音山,思明,135000
观音山商务营运中心-观音山,思明,65
观音山-观音山,思明,65000
观音山商务营运中心-观音山,思明,72
观音山营运中心-观音山,思明,面议
观音山运营中心-观音山,思明,80
中兴阁-莲前西路,思明,2400
观音山商务营运中心-观音山,思明,80
联丰商城-瑞景,思明,3100
观音山商务营运中心-观音山,思明,80
软件园二期-软件园,思明,面议
观音山商务运营中心-观音山,思明,17990
观音山商务运营中心-观音山,思明,34800
观音山国际运营中心-观音山,思明,80
观音山运营中心-观音山,思明,82
观音山运营中心-观音山,思明,75
观音山商务营运中心-观音山,思明,85
新港广场-白鹭洲路,思明,1500
新天地豪庭-湖滨北路,思明,13000
新港广场-白鹭洲路,思明,20000
华新苑-白鹭洲路,思明,28000
华新苑-白鹭洲路,思明,10000
米兰春天-湖滨北路,思明,3400
米兰春天-湖滨北路,思明,3200
华天花园-嘉禾路,思明,2700
宝龙中心-嘉禾路,思明,3200
英皇湖畔花苑-松柏,思明,4000
联谊广场-莲岳路,思明,3800
瑞丽花园-瑞景,思明,6000
华侨海景城-鹭江道,思明,6000
岭兜小区-前埔北区,思明,3200
新景花园-软件园,思明,3500
岭兜小区-前埔北区,思明,3600
碧海晴空-软件园,思明,2000
岭兜佳园-软件园,思明,3300
瑞丽花园-瑞景,思明,4800
宝龙中心一期-嘉禾路,思明,4200
宝龙中心二期-莲花一村,思明,3800
宝龙中心一期-嘉禾路,思明,3000
信和中央广场-嘉禾路,思明,3900
莲坂西小区-富山,思明,3600
明发国际新城-会展路,思明,16000
嘉盛豪园-瑞景,思明,4500
海峡国际社区一期-会展路,思明,8000
海峡国际社区四期-会展路,思明,6800
海峡国际社区二期-会展路,思明,6000
嘉盛豪园-瑞景,思明,3800
侨福城一期-瑞景,思明,5000
海峡国际社区二期-会展路,思明,6500
海峡国际社区一期-会展路,思明,12800
海峡国际-会展路,思明,4500
万寿万景公寓-文园路,思明,3200
海峡国际社区二期-会展路,思明,11000
海峡国际社区四期-会展路,思明,13500
联发滨海名居-会展路,思明,13500
海峡国际社区二期-会展路,思明,13500
海峡国际社区二期-会展路,思明,8500
宝龙中心-莲花一村,思明,4900
宝华花园-湖滨北路,思明,2900
永升花园-松柏,思明,5000
国贸怡河园-松柏,思明,5200
永升华庭-松柏,思明,6900
侨福城2期-莲前西路,思明,1500
东芳山庄-槟榔东里,思明,16000
华瑞花园二期-瑞景,思明,9800
国贸汇景-前埔北区,思明,5500
香山海景苑-前埔南区,思明,2400
新景花园-软件园,思明,3000
岭兜小区北区-前埔南区,思明,3300
国贸汇景-前埔北区,思明,5800
文图花园-禾祥东路,思明,3500
新景花园-软件园,思明,3800
海峡国际社区二期-会展路,思明,15000
万泰东方-观音山,思明,6200
中山海景广场-中山路,思明,2700
故宫裕景-厦禾路,思明,3500
源通中心-厦禾路,思明,2400
前埔南区古楼北里-前埔南区,思明,3200
岭兜小区-前埔北区,思明,3600
岭兜佳园-软件园,思明,1900
新景花园-软件园,思明,3600
岭兜二里-软件园,思明,2800
岭兜佳园-软件园,思明,4800
岭兜二里-前埔北区,思明,4000
岭兜小区-前埔北区,思明,3600
文屏大厦-文灶,思明,5600
红杏花园-富山,思明,4000
山木清华-莲前,思明,4200
文兴东二里-前埔南区,思明,3500
故宫裕景-厦禾路,思明,3000
故宫裕景-厦禾路,思明,5000
华林东盛花园-前埔北区,思明,2250
嘉盛豪园-瑞景,思明,1200
嘉盛豪园-瑞景,思明,1600
新景花园-软件园,思明,3300
新景花园-软件园,思明,3600
明发园-前埔北区,思明,4300
岭兜二里-前埔北区,思明,3300
岭兜一里-软件园,思明,3800
侨福城小区三期-莲前东路,思明,4000
君临宝邸-厦禾路,思明,1100
玉成豪园-莲前,思明,5300
前埔北区一里-前埔北区,思明,3500
何厝小区-观音山,思明,1700
香山海景苑-软件园,思明,2250
百家村花园-公园附近,思明,800
岭兜小区北区-前埔南区,思明,3200
国贸汇景-前埔北区,思明,5800
香山碧海晴空-软件园,思明,3700
山木清华-莲前,思明,2800
御景苑-禾祥西路,思明,5300
联丰新城-瑞景,思明,4200
联丰新城-瑞景,思明,4200
文园春晓-文园路,思明,4000
坑内路-文园路,思明,3200
文秀阁-文园路,思明,5500
联丰商城-瑞景,思明,4200
永升华庭-松柏,思明,3000
永升华庭-松柏,思明,7200
信和上筑-嘉禾路,思明,5000
国贸怡和园-松柏,思明,5500
信和上筑-嘉禾路,思明,5000
龙山居-莲前西路,思明,1300
联丰商城-瑞景,思明,4200
联丰新城-瑞景,思明,3200
香山碧海晴空-软件园,思明,5000
厦航洪文小区-瑞景,思明,5500
万寿新城-文园路,思明,2500
侨福城-白城,思明,3200
电业花园-莲岳路,思明,3500
莲坂西小区-长青路,思明,3600
自然家园-东浦路,思明,5500
嘉华大厦-长青路,思明,4200
一代风华-松柏,思明,1800
一代风华-松柏,思明,1800
一代风华-松柏,思明,1900
瑞景双座-瑞景,思明,1700
岭兜佳园-软件园,思明,3800
山木清华-莲前,思明,3800
中山海景广场-中山路,思明,1800
中山海景广场-中山路,思明,1400
中山海景广场-中山路,思明,1500
嘉华里-长青路,思明,1200
海峡国际社区二期-会展路,思明,3800
海峡国际社区二期-会展路,思明,4300
海峡国际社区一期-会展路,思明,4300
海峡国际社区三期-会展路,思明,22000
海峡国际社区二期-会展路,思明,6500
云顶至尊-瑞景,思明,20000
嘉盛豪园-瑞景,思明,6000
瑞景侨福城一期-莲前东路,思明,3200
岳阳小区-岳阳小区,思明,1300
岭兜二里-前埔北区,思明,5000
明发城-前埔北区,思明,1500
新景花园-软件园,思明,3800
海艺大厦-软件园,思明,2000
源通中心-厦禾路,思明,2200
金湖花园-湖滨南路,思明,3800
世茂湖滨首府D区-白城,思明,8900
万科金域蓝湾-瑞景,思明,9300
瑞景商业广场-瑞景,思明,2300
新天地豪庭-湖滨北路,思明,13000
信和银湖天峰-湖滨北路,思明,3600
禹洲世纪海湾-湖滨北路,思明,8200
海湾新城-湖滨北路,思明,5800
信和银湖天峰-湖滨北路,思明,3600
文园雅阁-文园路,思明,6500
侨福城-瑞景,思明,3500
新景花园-软件园,思明,2700
岭兜佳园-软件园,思明,4200
何厝小区-观音山,思明,2500
岭兜佳园-软件园,思明,3200
岭兜佳园-软件园,思明,3200
新景花园-软件园,思明,2600
莲坂小区-槟榔东里,思明,2900
汇腾大厦-松柏,思明,4700
宝华花园-湖滨北路,思明,4200
英皇湖畔花苑-松柏,思明,5800
莲坂西小区-富山,思明,3400
海峡国际-会展路,思明,4500
海峡国际-会展路,思明,6800
海峡国际-会展路,思明,6800
世茂海峡大厦-演武路,思明,25000
双子塔-演武路,思明,10000
卧龙晓城-莲前西路,思明,3500
嘉盛豪园-瑞景,思明,1800
民盛商厦-瑞景,思明,1500
侨福城一期-瑞景,思明,3800
牡丹园-松柏,思明,6000
嘉华大厦-长青路,思明,5000
英皇湖畔花苑-松柏,思明,2500
锦绣广场-松柏,思明,5000
嘉华里-松柏,思明,4500
洪山柄北区-莲前东路,思明,2900
京华大厦-火车站,思明,3400
小学路民房-鹭江道,思明,4000
岭兜佳园小区-软件园,思明,3500
岭兜二里-软件园,思明,4000
警备区宿舍-文灶,思明,4800
软件园二期-软件园,思明,1900
新景花园-软件园,思明,3800
岭兜佳园-软件园,思明,3400
海艺大厦-软件园,思明,2000
鑫塔水尚-观音山,思明,9000
南田巷-中山路,思明,3000
前埔北区-莲前东路,思明,900
嘉盛豪园-瑞景,思明,950
侨福城二期-瑞景,思明,1500
宝龙中心一期-嘉禾路,思明,3600
宝龙中心二期-嘉禾路,思明,4000
宝龙中心一期-嘉禾路,思明,4000
嘉滨里-松柏,思明,2800
裕发广场-富山,思明,2800
老虎城-中山路,思明,1300
中山海景广场-中山路,思明,2000
定安小区-中山路,思明,3500
公安局宿舍楼-湖光路,思明,2000
小学路民房-鹭江道,思明,4100
海峡国际社区二期-会展路,思明,21000
海峡国际社区二期-会展路,思明,11500
海峡国际社区二期-会展路,思明,6500
海峡国际社区一期-会展路,思明,7000
海峡国际社区一期-会展路,思明,8500
东芳山庄小区-瑞景,思明,720
东芳山庄小区-软件园,思明,720
文屏山庄-文屏路,思明,3500
东浦路清河花园-东浦路,思明,1400
嘉华里-松柏,思明,3300
故宫裕景-白城,思明,3800
故宫裕景-厦禾路,思明,9500
故宫小区-故宫路,思明,3200
故宫小区-故宫路,思明,1900
故宫小区-故宫路,思明,3200
岭兜佳园-软件园,思明,3800
岭兜小区-软件园,思明,3800
新景花园-软件园,思明,4200
软件园二期-软件园,思明,3200
岭兜佳园-软件园,思明,3500
嘉盛豪园-瑞景,思明,1400
万寿新城-文园路,思明,2800
岭兜一里-软件园,思明,3500
岭兜小区-软件园,思明,3800
东方旺族-禾祥西路,思明,9500
海峡国际社区二期-会展路,思明,6500
大同路-中山路,思明,1900
镇海明珠-中山路,思明,3500
中山海景广场-中山路,思明,4800
龙华里-莲花五村,思明,1000
建发花园二期-东浦路,思明,6800
名汇广场-思明东路,思明,2600
御景豪庭-建业路,思明,8300
御景豪庭-建业路,思明,13000
御景豪庭-建业路,思明,7000
武夷嘉园-白鹭洲路,思明,7500
新天地豪庭-湖滨北路,思明,10000
岭兜二里-软件园,思明,3200
海艺大厦-软件园,思明,2100
建宝花园-鹭江道,思明,1300
海峡国际社区二期-会展路,思明,10000
海峡国际社区二期-会展路,思明,3800
华天花园-嘉禾路,思明,3400
华天花园-嘉禾路,思明,5200
华天花园-嘉禾路,思明,4500
百合花园-富山,思明,5999
宝龙中心一期-嘉禾路,思明,3000
海豚湾-会展路,思明,10000
新潘宅小区-瑞景,思明,3200
前埔北区二里-观音山,思明,3700
侨福城-白城,思明,3200
永升花园-松柏,思明,6500
宝龙中心一期-嘉禾路,思明,4200
宝龙中心一期-嘉禾路,思明,3000
武汉大厦-嘉禾路,思明,5000
万寿新城-文园路,思明,3500
香山海景苑-软件园,思明,2000
新景花园-软件园,思明,2000
岭兜佳园-软件园,思明,4800
明发城-软件园,思明,4800
前埔北区二里-观音山,思明,3000
禾祥首府-禾祥西路,思明,3000
京华大厦-火车站,思明,3000
香山海景苑-软件园,思明,3800
前埔北区二里-观音山,思明,3800
明发国际新城-会展路,思明,3000
岭兜佳园-软件园,思明,1200
岭兜小区-软件园,思明,4500
岭兜小区-前埔北区,思明,3800
上东美地-软件园,思明,4800
岭兜小区-软件园,思明,4500
老虎城-中山路,思明,2500
老虎城-中山路,思明,1900
中山海景广场-中山路,思明,1700
店上东里-前埔南区,思明,3000
前埔北区一里-前埔北区,思明,3400
利华苑-白鹭洲路,思明,7000
源昌君悦山-富山,思明,5600
名汇广场-思明东路,思明,2400
鑫塔水尚-观音山,思明,9500
国贸信隆城-白鹭洲路,思明,6300
明发园-软件园,思明,4500
明发园-软件园,思明,5000
坑内路13-18号小区-文园路,思明,3200
京华大厦-火车站,思明,3000
厦门思明区九龙城-厦禾路,思明,850
怡鹭大厦-嘉禾路,思明,1850
侨旺大厦-嘉禾路,思明,5200
武汉大厦-嘉禾路,思明,5000
宝龙中心二期-嘉禾路,思明,3300
宝龙中心二期-嘉禾路,思明,5200
华侨海景城-鹭江道,思明,6000
宝龙中心一期-嘉禾路,思明,3500
侨旺大厦-嘉禾路,思明,4900
宝龙中心二期-莲花一村,思明,5500
宝龙中心一期-嘉禾路,思明,3300
宝龙中心一期-嘉禾路,思明,3300
万寿阁-万寿路,思明,3900
嘉隆商业小区-禾祥东路,思明,650
新景花园-软件园,思明,3500
岭兜佳园小区-软件园,思明,2000
中山海景广场-中山路,思明,1400
名汇广场-思明东路,思明,2800
开元路-思明北路,思明,950
建设大厦-厦禾路,思明,5000
香港广场-思明北路,思明,5800
故宫裕景-厦禾路,思明,2500
名汇广场-思明东路,思明,2500
故宫小区-故宫路,思明,3400
故宫裕景-厦禾路,思明,4000
故宫小区-故宫路,思明,3000
香港广场-思明北路,思明,3700
岭兜小区-软件园,思明,3200
家家海景-软件园,思明,4700
开元路-思明北路,思明,2500
源通中心-厦禾路,思明,2500
大同路-中山路,思明,1300
大同路-中山路,思明,900
海晟棕蓝海-槟榔西里,思明,1200
海豚湾-会展路,思明,9000
金榜铁路家园-火车站,思明,1000
罗宾森璀璨新城二期-火车站,思明,3500
官邸大厦-火车站,思明,2000
亿力瑟园-火车站,思明,8000
美仁宫大厦-厦禾路,思明,3500
公园东路-公园附近,思明,2200
白鹤山路28号小区-文园路,思明,2800
小学路民房-鹭江道,思明,3800
海艺大厦-软件园,思明,2000
岭兜小区-软件园,思明,4000
明发园-软件园,思明,1300
嘉盛豪园-瑞景,思明,1400
嘉盛豪园-瑞景,思明,6000
嘉盛豪园（莲前）-莲前西路,思明,1300
嘉盛豪园-瑞景,思明,1700
嘉盛豪园（莲前）-莲前西路,思明,1300
嘉盛豪园（莲前）-莲前西路,思明,2500
嘉盛豪园-瑞景,思明,1400
明发园-软件园,思明,1200
嘉盛豪园-瑞景,思明,4500
嘉盛豪园-瑞景,思明,3000
洪山柄北区-莲前西路,思明,2800
洪山柄北区-莲前西路,思明,2800
嘉盛豪园-瑞景,思明,4300
嘉盛豪园（莲前）-莲前西路,思明,1000
嘉盛豪园（莲前）-莲前西路,思明,1400
嘉盛豪园-瑞景,思明,1100
嘉盛豪园（莲前）-莲前西路,思明,4200
洪山柄北区-莲前西路,思明,1300
嘉盛豪园-瑞景,思明,1600
嘉盛豪园（莲前）-莲前西路,思明,1500
金辉园-湖滨南路,思明,2500
嘉盛豪园-瑞景,思明,3000
民盛商厦-瑞景,思明,1500
嘉盛豪园-瑞景,思明,1800
嘉盛豪园-瑞景,思明,6000
明发园-软件园,思明,1500
玉成豪园-莲前西路,思明,1800
嘉盛豪园（莲前）-莲前西路,思明,1400
明发园-软件园,思明,1200
嘉盛豪园（莲前）-莲前西路,思明,1200
源昌君悦山-富山,思明,2000
洪山柄北区-莲前西路,思明,3300
嘉盛豪园（莲前）-莲前西路,思明,1000
嘉盛豪园-莲前东路,思明,1500
洪山柄北区-莲前西路,思明,2800
嘉盛豪园（莲前）-莲前西路,思明,1350
嘉盛豪园-瑞景,思明,1500
嘉盛豪园-瑞景,思明,3000
洪山柄北区-莲前西路,思明,1000
嘉盛豪园-瑞景,思明,1400
源昌君悦山-莲前西路,思明,2000
嘉盛豪园（莲前）-莲前西路,思明,3600
侨福城3期-莲前西路,思明,1500
民盛商厦-瑞景,思明,850
嘉盛豪园（莲前）-莲前西路,思明,1400
嘉盛豪园（莲前）-莲前西路,思明,1400
明发园-软件园,思明,1400
广顺花园-莲前西路,思明,1700
嘉盛豪园（莲前）-莲前西路,思明,1600
玉成豪园-莲前西路,思明,1500
嘉盛豪园（莲前）-莲前西路,思明,4200
明发园-软件园,思明,1300
嘉盛豪园（莲前）-莲前西路,思明,1000
玉成豪园-莲前西路,思明,3000
源昌君悦山-莲前东路,思明,1700
嘉盛豪园（莲前）-莲前西路,思明,1200
嘉盛豪园（莲前）-莲前西路,思明,1200
洪山柄北区-莲前西路,思明,1800
红星瑞景小区-瑞景,思明,1200
嘉盛豪园-瑞景,思明,1400
洪山柄北区-莲前西路,思明,3300
龙山二期-莲前西路,思明,850
联丰新城-瑞景,思明,1450
卧龙晓城-莲前西路,思明,1200
嘉盛豪园（莲前）-莲前西路,思明,1600
罗宾森璀璨新城二期-火车站,思明,7800
中山海景广场-中山路,思明,3800
镇海大厦-中山路,思明,3000
玉滨城二期-中山路,思明,1200
开元路-思明北路,思明,800
源昌君悦山-莲前西路,思明,8700
